,GC/LE/Other,Category,Name,Note Description,Status,Released/Available Date,Cesssation Date,Refactore Date,Review,Notes,,,,
,General Catalogue,Bewitching Brews,Phantasm,"Green tea, lemon verbena, jasmine and neroli", ,,,,,,,,,
,General Catalogue,Bewitching Brews,Belle Epoque,"Sweet opium, Lily of the Valley, vanilla, mandarin and red sandalwood", ,,,,,,,,,
,General Catalogue,Bewitching Brews,Highwayman,"Vetiver with gardenia, blood red rose, night-blooming jasmine, a dash of cinnamon and a faint hint of leather", ,,,,,,,,,
,General Catalogue,Bewitching Brews,Antique Lace,"dry flowers, aged linens, and the faint breath of long-faded perfumes",Discontinued,,03/14/2005; 10/2/09,10/24/05,,,,,,
,General Catalogue,Bewitching Brews,Seance,"dry, mellow rosewood, crushed rose leaf and the slightest touch of warm hazel",Discontinued,,,,,,,,,
,General Catalogue,Bewitching Brews,Allegory,Juniper and white cedarwood entwined with orange and raw civet,Discontinued,,10/27/04,,,,,,,
,General Catalogue,Bewitching Brews,Scherezade,Saffron and Middle Eastern spices swirled through sensual red musk, ,,,,,,,,,
,General Catalogue,Bewitching Brews,Anne Bonny,"Indonesian red patchouli, red sandalwood, and frankincense", ,,,,,,,,,
,General Catalogue,Bewitching Brews,Blood Pearl,"soft orris, blood musk, and coconut", ,,,,,,,,,
,General Catalogue,Bewitching Brews,Intrigue,"Black palm, with cocoa, fig and shadowy wooded notes", ,,,,,,,,,
,General Catalogue,Bewitching Brews,Velvet,gentle sandalwood warmed by cocoa vanilla and a veil of deep myrrh, ,,,,,,,,,
,General Catalogue,Bewitching Brews,Veil," White sandalwood, lilac, gardenia, violet, orris, lavender and ylang ylang", ,,,,,,,,,
,General Catalogue,Bewitching Brews,Mary Read,"Salt air, ocean mist, aged patchouli, sarsaparilla, watered-down rum, leather-tinged musk, and a spray of gunpowder.",,08/26/07,,08/26/07,,,,,,
,General Catalogue,Bewitching Brews,Ultraviolet,Lush violet and neroli spiked hard with eucalyptus and a sliver of mint, ,,,,,,,,,
,General Catalogue,Bewitching Brews,Twenty-One,This is the scent of the perfect martini, ,,,,,,,,,
,General Catalogue,Bewitching Brews,Namaste,"Sandalwood, jasmine, rose, patchouli, cedarwood and lemongrass.", ,,,,,,,,,
,General Catalogue,Bewitching Brews,Jack,"true Halloween pumpkin, spiced with nutmeg, glowing peach and murky clove", ,,,,,,,,,
,General Catalogue,Bewitching Brews,Dee,"soft English leather, rosewood and tonka with a hint of incense, parchment and soft woods", ,,,,,,,,,
,General Catalogue,Bewitching Brews,Saint-Germain,"gilded amber, hypnotic lavender, brash carnation and deep mosses",Discontinued,,08/13/10,,,,,,,
,General Catalogue,Bewitching Brews,Dana O'Shee,"Offerings of milk, honey and sweet grains", ,,,,,,,,,
,General Catalogue,Bewitching Brews,Incantation,"Deep, wispy, and unfathomably dark: vetiver, dark woods, crumbling and burnt black sandalwood and a drop of lemon rind", ,,,,,,,,,
,General Catalogue,Bewitching Brews,Bliss,pure milk chocolate, ,,,,,,,,,
,General Catalogue,Bewitching Brews,Mata Hari,"five roses with soft jasmine, warmed by vanilla, fig, tonka bean and mahogany, spiced with a drop of coffee bean", ,,,,,,,,,
,General Catalogue,Bewitching Brews,Naiad,"lotus, lavender and neroli.",Discontinued,Disc 10/27/04,,Disc 10/27/04,,,,,,
,General Catalogue,Bewitching Brews,Jolly Roger,"Sea spray with an undercurrent of leather, Bay Rum, and salty, dry woods", ,,,,,,,,,
,General Catalogue,Bewitching Brews,Omen,"oakmoss, juniper berry, myrrh and patchouli", ,,,,,,,,,
,General Catalogue,Bewitching Brews,Ephemera,"sorrowful violet and chamomile with muguet, white geranium, calla lily and tea rose with a hint of autumn leaves",Discontinued,,,,,,,,,
,General Catalogue,Bewitching Brews,Empyreal Mist,"A hazy, soft, veiled scent: mist floating through twilit skies, curling gently towards the heavens.",Discontinued,Disc 5/30/07,,Disc 5/30/07,,,,,,
,General Catalogue,Bewitching Brews,Ode on Melancholy,"Lavender and wisteria, heart-wrenching pale rose, desolate white sandalwood and thin, tear-streaked white musk", ,,,,,,,,,
,General Catalogue,Bewitching Brews,Juke Joint,"Kentucky Bourbon, sugar and a sprig of mint.", ,,,,,,,,,
,General Catalogue,Bewitching Brews,Absinthe,"wormwood essence, light mints, cardamom, anise, hyssop, and the barest hint of lemon", ,,,,,,,,,
,General Catalogue,Bewitching Brews,Magus,"galangal, high john essence, frankincense, cedar, and sandalwood", ,,,,,,,,,
,General Catalogue,Bewitching Brews,Fae,"white musk, bergamot, heliotrope, peach and oakmoss", ,,,,,,,,,
,General Catalogue,Bewitching Brews,Yggdrasil,"Nine woods, nine leaves, and three herbs each for Ratatosk and Vidofnir, with three final herbs to placate Nidhogg", ,,,,,,,,,
,General Catalogue,Bewitching Brews,Brimstone," A smoky, gritty blend, husky and gray", ,,,,,,,,,
,General Catalogue,Bewitching Brews,Kill-Devil,"Sugar cane, molasses, oak wood, and honey.",,Rel. 9/26/2007,,Rel. 9/26/2007,,,,,,
,General Catalogue,Bewitching Brews,Event Horizon,"A disconcerting scent, heavy and oppressive, through which no light, no matter, and no spirit can escape. Black opium, labdanum, opoponax, black orchid, and benzoin.",,08/26/07,,08/26/07,,,,,,
,General Catalogue,Bewitching Brews,La Bella Donna Della Mia Mente,"Soft, lush myrtle and dry, sweet melilot with wild rose, pomegranate juice and peach blossom against a background of deep aquatic notes and a twirl of melancholy autumn breezes", ,,,,,,,,,
,General Catalogue,Bewitching Brews,Cathode,"Ambergris, Spanish Moss, oakmoss and three electric mints", ,,,,,,,,,
,General Catalogue,Bewitching Brews,Grand Guignol,sweet apricot brandy, ,,,,,,,,,
,General Catalogue,Bewitching Brews,Eidolon,"Himalayan cedarwood, Italian bergamot, verbena and sage. ",Discontinued,Disc 10/27/04,,Disc 10/27/04,,,,,,
,General Catalogue,Bewitching Brews,Hesperides,"sturdy oak bark, dew-kissed leaves, twilight mist and crisp apple",Discontinued,,,,,,,,,
,General Catalogue,Bewitching Brews,Penny Dreadful,Soft perfume evocative of noir heroines over rich red grave loam., ,,,,,,,,,
,General Catalogue,Bewitching Brews,Black Pearl,"Coconut, Florentine iris, hazelnut and opalescent white musk", ,,,,,,,,,
,General Catalogue,Bewitching Brews,Jersey Devil,"Pitch pine with blackberry leaf, cranberry, cedar wood and tomato leaf", ,,,,,,,,,
,General Catalogue,Bewitching Brews,Lampades,"crisp, inviting bittersweet tang of cranberry with smoky dark lilies, heady, sensual musk, a tingle of ginger and a brush of Mediterranean spices", ,,,,,,,,,
,General Catalogue,Bewitching Brews,Arcana,"Frankincense, rosemary, lavender, neroli, and verbena", ,,,,,,,,,
,General Catalogue,Bewitching Brews,Tavern of Hell,"White gardenia, ambergris bouquet, lavender fougere, orange blossom, melissa, tobacco flower, coriander, ebony wood, ylang ylang, absinthe and aged whiskey", ,,,,,,,,,
,General Catalogue,Bewitching Brews,Plunder,"The scent of a pirate's bumboat, overflowing with stolen wares: tea leaf, cassia, cinnamon bark, clove, allspice, sandalwood, tobacco, peppercorn, and nutmeg.",,Rel. 9/26/2007,,Rel. 9/26/2007,,,,,,
,General Catalogue,Bewitching Brews,Wilde,"A sophisticated traditional gentleman's cologne, with just the slightest taint of patchouli's passion, tonka bean's decadence, the philanthropy of bergamot, moss' cynicism, the sharp wit of lavender, and the hopeless romantic longing of jasmine and thyme", ,,,,,,,,,
,General Catalogue,Bewitching Brews,Scarecrow,"The scent of a hot wind blowing through desolate, scorched, barren fields", ,,,,,,,,,
,General Catalogue,Bewitching Brews,Hamadryad,Seven dry woods with mossy lichen and a gentle breeze of forest flowers,Discontinued,,01/24/08,,,,,,,
,General Catalogue,Bewitching Brews,Leanan Sidhe,"crush of Irish herbs and flowers, Gaelic mists, and nighttime dew", ,,,,,,,,,
,General Catalogue,Bewitching Brews,Masquerade,"Patchouli, ambergris, carnation and orange blossom", ,,,,,,,,,
,General Catalogue,Bewitching Brews,Aeval,"sage, sweet pea, bold pale musk and warm tonka",Discontinued,,,,,,,,,
,General Catalogue,Bewitching Brews,I Died for Beauty,"ylang ylang and violet stirred by hyssop, frankincense, and grave loam",Discontinued,,01/19/11,,,,,,,
,General Catalogue,Bewitching Brews,Pandora,Lotus and gardenia spiked with mint.,Discontinued,Disc 10/27/04,,Disc 10/27/04,,,,,,
,General Catalogue,Bewitching Brews,Lurid,"black currant, Bulgarian lavender and white musk with a dollop of thick resin and a voltaic charge of ozone notes", ,,,,,,,,,
,General Catalogue,Bewitching Brews,Ligeia,"Jasmine, juniper berry and rose geranium",Discontinued,Disc 10/27/04; revisited in Maelstrom 2/13/05,,Disc 10/27/04; revisited in Maelstrom 2/13/05,,,,,,
,General Catalogue,Bewitching Brews,Eclipse,"bitter almond, vanilla, frankincense and heliotrope, with a drop of cinnamon", ,,,,,,,,,
,General Catalogue,Bewitching Brews,Bon Vivant,An effervescent blend of crystalline champagne notes and sweet strawberry, ,,,,,,,,,
,General Catalogue,Bewitching Brews,Swank,he scent of a crisp pomegranate martini., ,,,,,,,,,
,General Catalogue,Bewitching Brews,Umbra,"East African black patchouli, cedarwood, vetiver and a dribble of cinnamon",Discontinued,,,,,,,,,
,General Catalogue,Bewitching Brews,Calico Jack,"Sea air, driftwood, waterlogged kelp, and the memory of plundered spices sprayed over worn leathers, rough musk, and the salty wooden floorboards of the Revenge", ,03/02/07,,,,,,,,
,General Catalogue,Bewitching Brews,Storm,"A invigorating, tempestuous citrus and floral blend.",Discontinued,Disc 10/27/04,,Disc 10/27/04,,,,,,
,General Catalogue,Bewitching Brews,Lightning,"The electric tang of ozone, marine notes, and a drop of sharp rain", ,,,,,,,,,
,General Catalogue,Bewitching Brews,Blood Kiss,"Lush, creamy vanilla and the honey of the sweetest kiss smeared with the vital throb of husky clove, swollen red cherries, but darkened with the vampiric sensuality of vetiver, soporific poppy and blood red wine, and a skin-light pulse of feral musk", ,,,,,,,,,
,General Catalogue,Bewitching Brews,Hymn to Proserpine,"The darkening amber of faith’s sunset, deepened by the dark fruits of Proserpine",Discontinued,,,,,,,,,
,General Catalogue,Bewitching Brews,Bess,"rosemary, orange flower, grape spirit, five rose variants, lemon peel, and mint", ,,,,,,,,,
,General Catalogue,Bewitching Brews,Feu Follet,"Jasmine and rose, touched with sparkling heliotrope",Discontinued,Disc 10/27/04; resur 11/4/06 – 12/1/06,,Disc 10/27/04; resur 11/4/06 – 12/1/06,,,,,,
,General Catalogue,Bewitching Brews,Zephyr,"Lemon, lemon verbena, neroli, white musk, white florals, white sandalwood, China musk, bergamot and a drop of vanilla", ,,,,,,,,,
,General Catalogue,Bewitching Brews,Bruja,"myrrh, amber and lilac",Discontinued,,10/27/04,,,,,,,
,General Catalogue,Bewitching Brews,Sudha Segara,"Sweet milk and warm, healing ginger with a touch of golden honey and our blend of Ambrosia", ,,,,,,,,,
,General Catalogue,Bewitching Brews,Arachne,"pallid flowers, dusty woods and soft herbs",Discontinued,,,05/30/07,,,,,,
,General Catalogue,Bewitching Brews,Mystery ,A swirl of shadowy incense smoke and the lingering perfume of cloaked strangers,Discontinued,Disc 10/27/04,,Disc 10/27/04,,,,,,
,General Catalogue,Bewitching Brews,Tushnamatay,Pure internal harmony and spiritual bliss: the perfected meditation blend, ,,,,,,,,,
,General Catalogue,Bewitching Brews,Morella,"Sage with orris, Florentine iris and a drop of civet.",Discontinued,Disc 10/27/04; revisited in Maelstrom 2/13/05,,Disc 10/27/04; revisited in Maelstrom 2/13/05,,,,,,
,General Catalogue,Bewitching Brews,Black Opal,Soft and luminescent with flashes of black fire,Discontinued,,,,,,,,,
,General Catalogue,Bewitching Brews,Rakshasa,Sandalwood with rose and patchouli, ,,,,,,,,,
,General Catalogue,Bewitching Brews,Aureus," True, perfect golden light, refined into an incomparably glorious scent", ,,,,,,,,,
,General Catalogue,Bewitching Brews,Black Forest,"Thick, viscous pine with ambergris, black musk, juniper and cypress.", ,,,,,,,,,
,General Catalogue,Bewitching Brews,La Belle Dame Sans Merci,"A bewitching, seductive scent, rife with mystery and foreboding",Discontinued,,,,,,,,,
,General Catalogue,Bewitching Brews,Blood Amber,"Slivers of warm, pulsating blood forever crystallized in golden amber resin", ,,,,,,,,,
,General Catalogue,Bewitching Brews,Delirium,"Contains apple, rose, and lemon", ,,,,,,,,,
,General Catalogue,Bewitching Brews,Ulalume,"Starry white lilies lend an eerie brightness to the deep black wooded scents of cypress and oak, layered with a touch of crushed dried leaves and the faintest aquatic note",Discontinued,,,,,,,,,
,General Catalogue,Bewitching Brews,Raven,"Violet and neroli mingled with iris, white sandalwood and dark musk", ,,,,,,,,,
,General Catalogue,Bewitching Brews,Bewitched,"blackberry, sage, green tea, wild berries and dark musk", ,,,,,,,,,
,General Catalogue,Bewitching Brews,Tempest,A crisp ozone-tinged breeze. The scent of the first gentle rain before the storm,Discontinued,,08/13/10,,,,,,,
,General Catalogue,Bewitching Brews,Black Tower,"white sandalwood, ambergris, wet ozone, galbanum and leather with ebony, teak, burnt grasses, English ivy and a hint of red wine", ,,,,,,,,,
,General Catalogue,Bewitching Brews,Blood,"Essence of dragon's blood resin, thickened with myrrh and cherry, with a trickle of clove", ,,,,,,,,,
,General Catalogue,Bewitching Brews,Schrodinger's Cat,"A paradoxical scent experiment! - tangerine, sugared lime, pink grapefruit, oakmoss, lavender, zdravetz, and chocolate peppermint.",,08/26/07,,,,,,,,
,General Catalogue,Bewitching Brews,Shattered,"A blend of white champagne notes, grapefruit, lotus, slivered mint and crystalline aquatic blooms", ,,05/02/05,0409/2006,,,,,,
,General Catalogue,Bewitching Brews,Grog,This be the scent of pirate rum, ,,,,,,,,,
,General Catalogue,Bewitching Brews,Kubla Khan,"Through sunlit caves of ice, roses unfurl amidst dancing waves of serpentine opium smoke and amber tobacco, golden sandalwood, champaca, tea leaf, sugared lily, ginger, rich hay absolute, leather, dark vanilla, mandarin, peru balsam, and Moroccan jasmine.",,08/26/07,,,,,,,,
,General Catalogue,Bewitching Brews,Ouija,"rosewood, oak and teak notes with wispy blue lilac, tea rose, dried white rose and ethereal osmanthus", ,,,,,,,,,
,General Catalogue,Bewitching Brews,Circe,intoxicating aquatic scents and florals.,Discontinued,,10/27/04,,,,,,,
,General Catalogue,Bewitching Brews,Ozymandias,"Dry desert air, dry and hot, passing over crumbling stone megaliths and plundered golden monuments, bearing a hint of the incense of lost Gods on its winds", ,,,,,,,,,
,General Catalogue,Bewitching Brews,Poisoned Apple,"A perfect, lovely, gleaming red apple whose sweetness masks a swirl of narcotic opium, oleander, and hemlock", ,,,,,,,,,
,Discontinued,Bewitching Brews,Chypre,"Violet, neroli, lavender and white musk",Discontinued,,10/27/04,,,,,,,
,Discontinued,Bewitching Brews,Glitter,"white wine, heliotrope, d'Anjou pear, and lotus",Discontinued,,07/21/05,11/04/2006 -012/01/2006,,,,,,
,Limited Edition,Carnaval Noir,Shill,pure buttered popcorn,Discontinued,06/01/05,09/01/05,04/11/06 – 04/20/06,,,,,,
,Limited Edition,Carnaval Noir,Geek,"hot leather, opoponax, cedar, pine needle, mosses, dry grass, patchouli and cinnamon bark.",Discontinued,06/01/05,09/01/05,04/11/06 – 04/20/06,,,,,,
,Limited Edition,Carnaval Noir,Kunstkammer,"black pepper, benzoin, blood orange and olibanum",Discontinued,06/01/05,09/01/05,04/11/06 – 04/20/06,,,,,,
,Limited Edition,Carnaval Noir,Torture King,"Frankincense and sweet clove, mandarin and bourbon, lemon peel and leather, grasses and smoke, lime and vetiver, ambergris and deep musk",Discontinued,06/01/05,09/01/05,04/11/06 – 04/20/06,,,,,,
,Limited Edition,Carnaval Noir,Bearded Lady,"Turkish rose, stargazer lily, violet, honeysuckle, amber, star jasmine and vanilla",Discontinued,06/01/05,09/01/05,04/11/06 – 04/20/06,,,,,,
,Limited Edition,Carnaval Noir,Fire Eater,"A glowing red and flickering scent: warm, lurid, seductive.",Discontinued,06/01/05,09/01/05,04/11/06 – 04/20/06,,,,,,
,Limited Edition,Carnaval Noir,Bed of Nails,rubbed iron with a dry wooden base,Discontinued,06/01/05,09/01/05,04/11/06 – 04/20/06,,,,,,
,Limited Edition,Carnaval Noir,Midway,"Funnel cake, caramel apple, cotton candy, salt water taffy and sugar tart.",Discontinued,06/01/05,09/01/05,04/11/06 – 04/20/06,,,,,,
,Limited Edition,Carnaval Noir,Medicine Show,"tobacco, balsam, ginger, elemi and rosewood, with a touch of opium to fuddle your senses",Discontinued,06/01/05,09/01/05,04/11/06 – 04/20/06,,,,,,
